"sports","934887434533384192","@CommishOnline Why is it our players have the worst anticipation skillz of any team ever in the history of team sports?"
"sports","934887428246196224","RT @WomensSportsFdn: Cant decide what to buy your daughter, granddaughter, sister or niece this holiday season? Why not give ONE GIFT...Sp..."
"sports","934887427835092993","RT @PSUBWSports: Stanford Leads Brandywine Past Immaculata: https://t.co/4ONC8TWD7y"
"sports","934887427520585735","RT @RaghebAlamaNews:  # # #_:     #1_ #yas #AbuDhabiGP #F1 #HublotMEA #HublotFe..."
"sports","934887426874634241","RT @StevensonFWST: It's official: #TAMU fires football coach Kevin Sumlin. https://t.co/Cmr6TdjcLo"
"sports","934887423670145025","RT @FCBW_A7:   ( Bein Sports):        .           "
"sports","934887420943880194","RT @LadyAodh: Anti-Whites say there should be...  No White Cities  No White Neighborhoods  No White Workplaces  No White Schools  No Wh..."
"sports","934887420834787328","RT @lohudinsider: More to come, but here's a quick story on Pleasantville winning its first state championship: https://t.co/YRmWUF82Ff  @P..."
"sports","934887420730007554","RT @JamilSmith: After LeBron refused to stay at the Trump Soho, a staff member told @SarahMaslinNir, regular business from sports teams dri..."
"sports","934887417143877632","@JamesAndo24 #YourOdds are 17/10. Go to https://t.co/TXc4BiIQVk"
"sports","934887417009623040","RT @Kenny_Mayne: sports# https://t.co/ncU1t8wczQ"
"sports","934887416455888896","RT @JasonWolf: 3rd &amp; 5: Mariota to Murray for 8. #Titans at #Colts 28. Big, big, big play. https://t.co/Mb92xK31IX"
"sports","934887413968752640","RT @SportsCenter: Breaking: Tennessee is finalizing a contract with Greg Schiano to name him its new head coach, as first reported by USA T..."
"sports","934887413742260226","RT @Ben_Baby: Breaking: Texas A&amp;M officially fires Kevin Sumlin after six seasons https://t.co/dgA7ifJLew"
"sports","934887413691928576","RT @BrentZwerneman: Texas A&amp;M fires Kevin Sumlin (Story): https://t.co/KQZBx0FrPB via @houstonchron"
"sports","934887413477990402","RT @SportsCenter: Breaking: Tennessee is finalizing a contract with Greg Schiano to name him its new head coach, as first reported by USA T..."
"sports","934887409665363968","RT @Kyle_Feldscher: Sports Milo strikes again. https://t.co/nr0t78NJ1a"
"sports","934887409313107968","RT @defendernetwork: .@TAMU @AggieFootball who could you hire that guarantees more victories than Kevin Sumlin has delivered?  https://t.co..."
"sports","934887408499339265","RT @WWEIndia: IT'S OFFICIAL! #TheGame @TripleH has heard your voice, #India! Prepare for #WWELive 'Supershow' on 9th Dec, where he will be..."
"sports","934887406704185344","RT @washingtonpost: He's the captain of D.C.'s NHL team. He's also a vocal supporter of Vladimir Putin.  The dynamic is a thorny one for th..."
"sports","934887406469369858","@HeathShuler5 @John_Currie @Vol_Football @VolNetwork_IMG @Vol_Sports @espn @SECNetwork @SECCountryVols... https://t.co/h15c3Fgx1f"
"sports","934887399645171712","RT @FCBW_A7:   ( Bein Sports):        .           "
"sports","934887399641047047","#LVBP Line up de @aguilasdelzulia  para el segundo duelo ante  @caribesanz Via: @dansport84 https://t.co/OskP5mrDgi"
"sports","934887399246753793","PHOTOS: Bengals-Browns tailgaters, Nov. 26, 2017 https://t.co/XkbZLgi3MV https://t.co/ZRayrdGlP4"
"sports","934887397850013696","RT @disabato: Front page of today's Daily Southtown sports section. Ayo Dosunmu and Morgan Park sit atop our boys basketball preseason Top..."
"sports","934887394414874625","RT @JamilSmith: After LeBron refused to stay at the Trump Soho, a staff member told @SarahMaslinNir, regular business from sports teams dri..."
"sports","934887390350475265","RT @latsondheimer: Even in defeat, Corona Centennial coach Matt Logan is still teaching his players https://t.co/Mry9XAyiM1"
"sports","934887389004206080","@dustinstout @AZCardinals Ew sports"
"sports","934887388874203137","RT @PelletierChess: Sad end for @Vachier_Lagrave in his World Championship campaign. He was close by rating and in the FIDE GP and even clo..."
"sports","934887384084180992","Great piece from @JeffPassan here. I wish he'd vote, though.  https://t.co/8AFG9sW5Ow via @YahooSports"
"sports","934887383916470272","RT @FCN2go: #BREAKING: Florida Gators target Dan Mullen as next head coach, per AP sources https://t.co/UAzdfSyZ7e https://t.co/7tzwbfscpO"
"sports","934887383308390401","RT @gols_HTE: Santiago Trellez vira o jogo!  Ponte Preta 2x3 Vitoria (siga: @HTE__Sports) https://t.co/tagyWJfYyc"
"sports","934887382943350784","[]   (): () Photo By ... https://t.co/7ULUntrdKC"
"sports","934887382465294337","RT @ByMikeWilson: Greg Schiano had solid success at Rutgers. He also allegedly knew of Jerry Sandusky's sexual abuse at Penn State. Things..."
"sports","934887380510760960","@HeathShuler5 @John_Currie @Vol_Football @VolNetwork_IMG @Vol_Sports @espn @SECNetwork @SECCountryVols... https://t.co/lcHeKcUKyB"
"sports","934887379843743744","[] &V ():  Photo By ... https://t.co/r9kEshhHvW"
"sports","934887378757459968","Aww no more sports mode? https://t.co/dAB8Wb8Gza"
"sports","934887377969074182","RT @andy_murray: Bbc just called to say I was PROBABLY going to be named sports personality of the year but I would have to agree to an int..."
"sports","934887377016782848","[]  40V ():  Photo By ... https://t.co/vVmmOenGwX"
"sports","934887375880278016","RT @BrentZwerneman: Texas A&amp;M fires Kevin Sumlin (Story): https://t.co/KQZBx0FrPB via @houstonchron"
"sports","934887374257090560","RT @kelzEzieke: You dated your neighbour and broke up with him, now you're dating another guy on your street ,and you said you've moved on...."
"sports","934887373602619392","RT @JamilSmith: After LeBron refused to stay at the Trump Soho, a staff member told @SarahMaslinNir, regular business from sports teams dri..."
"sports","934887372990418944","The SEC has literally fired half the coaches already. "
"sports","934887372969431041","@VicsNews @Rod_Studd 11/2 for England now Jamie &amp; you can have 10/11 England +18 https://t.co/hqMm7ojXNg https://t.co/KWbbnCso8A"
"sports","934887372864524288","RT @andy_murray: Bbc just called to say I was PROBABLY going to be named sports personality of the year but I would have to agree to an int..."
"sports","934887370062729216","RT @SportsCenter: Breaking: Tennessee is finalizing a contract with Greg Schiano to name him its new head coach, as first reported by USA T..."
"sports","934887368401870848","RT @washingtonpost: He's the captain of D.C.'s NHL team. He's also a vocal supporter of Vladimir Putin.  The dynamic is a thorny one for th..."
"sports","934887366271078401","RT @blueamberrain6: Check out Gap Kids Boys Boxers 2 Pack Sports Football Plaid Striped 100% Cotton New https://t.co/ppIOeH2YYx @eBay"
"sports","934887364828246020","RT @NascarWorldNews: NASCAR: Tony Stewart's week has been busy, exhilarating and probably a little weird - News &amp; Observer https://t.co/Rux..."
"sports","934887363796455424","RT @FoxSportsRadio: ""Belichick, while he takes everything seriously, is not really taking Miami seriously as an opponent today. He's done s..."
"sports","934887363674890241","@SCHROEDERWM79 @SenatorLesniak The fact that they are illegal does not deter a single person that wants to sports b... https://t.co/owHcFKQhnZ"
"sports","934887360067788807","West Bloomfield suffers stunning 3-2 loss to Clarkston in D1 title game @WbLakers @wbhslakernation @wbhsTHESWAMP: https://t.co/eedAhWOHJn"
"sports","934887359992225793","Wife of Sky Sports presenter dies three days after cancer diagnosis https://t.co/v7vet0bmT7"
"sports","934887357635063809","@SECfootball Perfectly good coach @John_Currie and @Vol_Sports could hire"
"sports","934887356510982144","RT @YahooDrSaturday: Texas A&amp;M has fired Kevin Sumlin: https://t.co/eRC1AVZDBS https://t.co/q0jcyyZpqY"
"sports","934887354699059201","https://t.co/KzrkSFEDEH Female Performance Training, Sports #Sports: Designed Specifically For The Female Athlete O... https://t.co/eCP787oc88"
"sports","934887352027185152","RT @FCBW_A7:   ( Bein Sports):        .           "
"sports","934887350810939398","  IPTV beIN Sports  OSN   MBC PRO        ... https://t.co/YQi25EKMLy"
"sports","934887349955182592","RT @washingtonpost: He's the captain of D.C.'s NHL team. He's also a vocal supporter of Vladimir Putin.  The dynamic is a thorny one for th..."
"sports","934887349800009729","RT @ZehDuck: Youve forced me to abandon my University.  This isnt about sports.  This is about being a decent human being.  If you hire S..."
"sports","934887348743139329","RT @JamilSmith: After LeBron refused to stay at the Trump Soho, a staff member told @SarahMaslinNir, regular business from sports teams dri..."
"sports","934887348621529088","What happened to Chicago Sports? Its at a terrible place right now"
"sports","934887342686515203","RT @Ben_Baby: Breaking: Texas A&amp;M officially fires Kevin Sumlin after six seasons https://t.co/dgA7ifJLew"
"sports","934887341151457280","RT @Ben_Baby: Breaking: Texas A&amp;M officially fires Kevin Sumlin after six seasons https://t.co/dgA7ifJLew"
"sports","934887340144775168","Kiss boys who dont watch sports."
"sports","934887339318546432","RT @BrentZwerneman: Texas A&amp;M fires Kevin Sumlin (Story): https://t.co/KQZBx0FrPB via @houstonchron"
"sports","934887338987212800","RT @FCBW_A7:   ( Bein Sports):        .           "
"sports","934887337733083136","RT @FCBW_A7:   ( Bein Sports):        .           "
"sports","934887335807930368","RT @tweettorcidas: Rodrigo expulso com o time ganhando por 2 a 0 em 20 minutos de jogo. O Quarto arbitro viu a dedada dele no Trellez.  @H..."
"sports","934887335245897733","RT @SkySportsF1: Alonso: ""Where is Stoffel?"" McLaren: ""P12 he had a problem."" Alonso: ""Is there anything we can do to help him get into the..."
"sports","934887331600969731","RT @WilliamHillUS: Here's the point spread betting trends (tickets &amp; total $'s) for today's remaining football  games.   Data is from our..."
"sports","934887328400646144","RT @bruce_arthur: From this week in Ottawa: On Bo Levi Mitchell learning about fatherhood, injuries, white privilege, and himself: https://..."
"sports","934887328312643584","https://t.co/MzOecSr6Ix @WGNNews #Chicago"
"sports","934887326823706625","RT @OriginalFunko: You can now find NFL Pop!s, Wobblers &amp; Dorbz Minis on Funko Shop! Visit https://t.co/b2k39YWqIX and show off your team p..."
