1.26416E+17,apple,Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is
1.26405E+17,apple,@Apple will be adding more carrier support to the iPhone 4S (just announced)
1.26403E+17,apple,Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! URL
1.26397E+17,apple,@RIM you made it too easy for me to switch to @Apple iPhone. See ya!
1.26396E+17,apple,I just realized that the reason I got into twitter was ios5 thanks @apple
1.26395E+17,apple,"I'm a current @Blackberry user, little bit disappointed with it! Should I move to @Android or @Apple @iphone"
1.2638E+17,apple,The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! URL via @HappyPlace
1.26378E+17,apple,Great up close & personal event @Apple tonight in Regent St store!
1.26374E+17,apple,From which companies do you experience the best customer service aside from @zappos and @apple?
1.26366E+17,apple,"Just apply for a job at @Apple, hope they call me lol"
1.26366E+17,apple,RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to h ...
1.26366E+17,apple,Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol
1.26361E+17,apple,"RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!"
1.2636E+17,apple,Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads URL @Apple
1.26358E+17,apple,"Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!"
1.26352E+17,apple,"Come to the dark side 📱“@gretcheneclark: Hey @apple, if you send me a free iPhone, I will publicly and ceremoniously burn my #BlackBerry.”"
1.2635E+17,apple,"Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry."
1.2635E+17,apple,Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards
1.26342E+17,apple,"Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty."
1.26326E+17,apple,@DailyDealChat @apple Thanks!!
1.26324E+17,apple,iPads Replace Bound Playbooks on Some N.F.L. Teams URL @apple @nytimes
1.26324E+17,apple,@apple..good ipad
1.26322E+17,apple,@apple @siri is efffing amazing!!
1.26318E+17,apple,"RT @TripLingo: We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! URL"
1.26315E+17,apple,"We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! URL"
1.26315E+17,apple,"When you want something done right, you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered "
1.26315E+17,apple,We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16
1.26312E+17,apple,---» RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?
1.26308E+17,apple,RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy. : ...
1.26303E+17,apple,I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy. :) Way to go @Apple!
1.26302E+17,apple,@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple URL
1.26288E+17,apple,At the bus with my iPhone ;) thxx @apple
1.26285E+17,apple,"@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices. I was talking about desktop app."
1.26264E+17,apple,NYTimes: Coach Wants to See You. And Bring Your iPad. URL #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad
1.26256E+17,apple,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA
1.26196E+17,apple,@bkad5161 than apologize to @apple ;)
1.26183E+17,apple,@Apple downloads of iOS 5 are proving popular with users -- URL
1.2618E+17,apple,Lmfao look at the argument I had with Siri !! @ijustine @apple URL
1.26164E+17,apple,Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 URL @apple #iphone4s
1.26149E+17,apple,Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol URL #backchannel @apple
1.26141E+17,apple,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now
1.26134E+17,apple,Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -
1.26131E+17,apple,you are so blessed. @apple
1.26117E+17,apple,"#Siri now knows who my dad, mom, brother and girlfriend is. Thanks @apple"
1.26117E+17,apple,Well at least the @apple store has amazing call waiting music! #need4s
1.26113E+17,apple,#sweet... #apple replaced my glass #probono. thank you @apple
1.26108E+17,apple,Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg URL - #smartphone #sm RT @VinodRad
1.26105E+17,apple,"loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology"
1.26097E+17,apple,I'm loving this new IOS5 update :) @apple
1.26096E+17,apple,Another mention for Apple Store: URL - RT @floridamike Once again getting great customer service from the @apple store ...
1.26085E+17,apple,Time to go get my iPhone 4s. Looking forward to sticking it to the man by no longer paying for most texts. Thanks @apple.
1.26079E+17,apple,hey @apple I hate my computer i need a #mack wanna send me a free one.
1.26077E+17,apple,Thank you @apple. My new gf(iphone4s) is great! She does everything!
1.26076E+17,apple,#iCloud set up was flawless and works like a champ! To the Cloud @Apple
1.26076E+17,apple,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!
1.26065E+17,apple,@apple loving the new IOS5 upgrade for the iPhone!
1.26064E+17,apple,The nice @apple tech support guy fixed my iTouch =D
1.26063E+17,apple,Once again getting great customer service from the @apple store at millenia mall.
1.26059E+17,apple,Is it just me or is #iOS5 faster for the iPad? @apple
1.26059E+17,apple,I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek
1.26057E+17,apple,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) URL
1.26049E+17,apple,So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my water-damaged Macbook Pro!!! Wow!
1.2604E+17,apple,New macbook is too sick @apple
1.2604E+17,apple,Play on ma man. Loving the camera in the #iphone4s. Well done @apple #fb URL
1.26034E+17,apple,So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.
1.26027E+17,apple,@Apple Safari Reader owns the worldwide web
1.26019E+17,apple,I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out
1.26015E+17,apple,#10twitterpeopleiwouldliketomeet @coollike @TheGadgetShow @thelittleappkid @Jon4Lakers @BenRubery @Apple @twitter @FXhomeHitFilm (-2)
1.2601E+17,apple,Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! URL
1.26003E+17,apple,i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone
1.26E+17,apple,"Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! URL"
1.25995E+17,apple,Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.
1.25979E+17,apple,"4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!"
1.25975E+17,apple,.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear
1.2596E+17,apple,@iancollinsuk @apple I like what you did there...!
1.25959E+17,apple,I just sent my grandma a post card using my #CardsApp thanks @Apple
1.25954E+17,apple,"Sorry @BlackBerry, I'm moving to @Apple."
1.25948E+17,apple,"@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive."
1.25947E+17,apple,Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple
1.2594E+17,apple,"God Bless @YouTube, @apple for #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)"
1.25926E+17,apple,Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)
1.25924E+17,apple,Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.
1.25923E+17,apple,One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: URL (via @apple)
1.25911E+17,apple,@Apple just keep getting better and better!!iCloud is amazing!!
1.25902E+17,apple,RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
1.25901E+17,apple,Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
